dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
99,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,47,57,57,1,48,297,0,"Over the personalization function, you can have up to six individual user profiles stored in the Audi Cloud and retrieving all cars that are connected via the MyAudi account, which means the cumbersome adjusting of seats, exterior mirrors, air conditioning and infotainment is a thing of the past.","Over the personalization function, you can have up to six individual user profiles stored in the Audi Cloud and retrieving all cars that are connected via the MyAudi account, which means the cumbersome adjusting of seats, exterior mirrors, air conditioning and infotainment is a thing of the past."
100,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,48,58,58,1,16,99,0,"Q5 now receives the latest infotainment generation, the MIB3, with a 10.1-inch large touch display.","Q5 now receives the latest infotainment generation, the MIB3, with a 10.1-inch large touch display."
101,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,49,59,59,1,20,112,0,"Back to the touch operation, you will find that the previous rotary switch in the center control can be omitted.","Back to the touch operation, you will find that the previous rotary switch in the center control can be omitted."
102,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,50,60,61,2,35,187,0,"The content of the screen can be split up now. That means you can have the screen split up as requested to three preview windows, for example the navigation, the radio and the phone menu.","The content of the screen can be split up now. That means you can have the screen split up as requested to three preview windows, for example the navigation, the radio and the phone menu."
103,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,51,62,62,1,24,139,0,"As an alternative, of course, you can also go back to the classic view with all the menu cantons in freely configurable tile configuration.","As an alternative, of course, you can also go back to the classic view with all the menu cantons in freely configurable tile configuration."
104,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,52,63,63,1,24,140,0,"The voice dialog system will evaluate your voice input also online, which means it becomes so co-varied and can understand you a lot better.","The voice dialog system will evaluate your voice input also online, which means it becomes so co-varied and can understand you a lot better."
105,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,53,64,65,2,22,117,0,"I'll just show you here by entering a navigation command. So I'm saying, take me to Munich into a Leopold Strazer 25.","I'll just show you here by entering a navigation command. So I'm saying, take me to Munich into a Leopold Strazer 25."
106,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,54,66,66,1,21,105,0,"And if you are on a longer trip, like in this case to Munich, you sometimes have human needs cropping up.","And if you are on a longer trip, like in this case to Munich, you sometimes have human needs cropping up."
107,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,55,67,67,1,18,91,0,"For example, I'm hungry and it will tell you I will look for a restaurant along your route.","For example, I'm hungry and it will tell you I will look for a restaurant along your route."
108,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,56,68,68,1,13,66,0,You can now enter further search terms or pick one of the options.,You can now enter further search terms or pick one of the options.
109,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,57,69,70,2,16,71,0,"So I say I need a toilet. Ah, well, look for a toilet along your route.","So I say I need a toilet. Ah, well, look for a toilet along your route."
110,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,58,71,71,1,17,101,0,The traffic flow in real time is now displayed exactly the lane that you're driving in unpredictably.,The traffic flow in real time is now displayed exactly the lane that you're driving in unpredictably.
111,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,59,72,72,1,16,93,0,"In this particular case, if you're somebody, you've got a closed lane in a construction site.","In this particular case, if you're somebody, you've got a closed lane in a construction site."
112,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,60,73,74,2,27,153,0,You can see from that symbol to the top left there. Parking information will now also indicate the probability of finding a parking space along the road.,You can see from that symbol to the top left there. Parking information will now also indicate the probability of finding a parking space along the road.
113,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,61,75,75,1,14,92,0,Another service of the swarm intelligence is the traffic light information in select cities.,Another service of the swarm intelligence is the traffic light information in select cities.
114,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,62,76,76,1,23,123,0,"It will show the driver the remaining time until the next green phase if he's waiting, for example, at a red traffic light.","It will show the driver the remaining time until the next green phase if he's waiting, for example, at a red traffic light."
115,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,63,77,77,1,22,106,0,And it will tell him what speed to drive so that he can pass the next traffic light through a green light.,And it will tell him what speed to drive so that he can pass the next traffic light through a green light.
116,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,64,78,78,1,22,128,0,"With function on demand, you can now also release services subsequently that you may not have considered when you ordered a car.","With function on demand, you can now also release services subsequently that you may not have considered when you ordered a car."
117,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,65,79,79,1,30,187,0,"If this Q5, for example, would not have navigation plus or audio smartphone interface, well, the owner could order these functions subsequently by going through myAudi app and order them.","If this Q5, for example, would not have navigation plus or audio smartphone interface, well, the owner could order these functions subsequently by going through myAudi app and order them."
118,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,66,80,80,1,17,101,0,Any personal Amazon Alexa account can also be operated quite conveniently by voice control in the Q5.,Any personal Amazon Alexa account can also be operated quite conveniently by voice control in the Q5.
119,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,67,81,81,1,30,149,0,"If you want to take the Q5 off the road to enjoy it, well, you will have inclination and or display available and also a downhill assist to help you.","If you want to take the Q5 off the road to enjoy it, well, you will have inclination and or display available and also a downhill assist to help you."
120,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,68,82,82,1,39,238,0,"The air suspension cannot only change the clearance over a wide range, but also offers you the most comfortable suspension comfort and more efficiency when you drive a little faster on the motorway thanks to an improved aerodynamic setup.","The air suspension cannot only change the clearance over a wide range, but also offers you the most comfortable suspension comfort and more efficiency when you drive a little faster on the motorway thanks to an improved aerodynamic setup."
121,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,69,83,83,1,12,55,0,"Now, I guess we have not yet said a word about engines.","Now, I guess we have not yet said a word about engines."
122,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,70,84,84,1,18,99,0,"Here in Europe, we're starting with a 2.0-litre TDI engine with 150 kilowatts and Q540 TDI Quattro.","Here in Europe, we're starting with a 2.0-litre TDI engine with 150 kilowatts and Q540 TDI Quattro."
123,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,71,85,85,1,26,150,0,"It is followed successfully by two further power performances with 100 and 120 kilowatts, and obviously also a 3.0-litre V6 TDI engine will be coming.","It is followed successfully by two further power performances with 100 and 120 kilowatts, and obviously also a 3.0-litre V6 TDI engine will be coming."
124,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,72,86,86,1,43,233,0,"When you look at the petrol engines, we've got a 2.0-litre TFSI with 150 kilowatts and 195 kilowatts on offer, and of Of course, the highly demanded TFSI-E with the plug-in hybrid powertrain will also be part and parcel of the offer.","When you look at the petrol engines, we've got a 2.0-litre TFSI with 150 kilowatts and 195 kilowatts on offer, and of Of course, the highly demanded TFSI-E with the plug-in hybrid powertrain will also be part and parcel of the offer."
125,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,73,87,87,1,15,102,0,All four-cylinder engines have a 12-volt mild hybrid system on board for efficient brake recuperation.,All four-cylinder engines have a 12-volt mild hybrid system on board for efficient brake recuperation.
126,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,74,88,89,2,31,186,0,And all six-cylinder engines have a 48-volt mild hybrid system. And the core components of the mild hybrid system are the belt starter generator and the lithium-ion battery as a storage.,And all six-cylinder engines have a 48-volt mild hybrid system. And the core components of the mild hybrid system are the belt starter generator and the lithium-ion battery as a storage.
127,Audi 2021 Audi Q5 Reveal (1080p 25fps H264 128kbit AAC),4,75,90,90,1,12,63,0,diesel engines come with a new twin dozing SCR system on board.,diesel engines come with a new twin dozing SCR system on board.
